value,gas,gasPrice,fee
0.0,501310,21.821091641,10939131.450549709
0.0,264163,21.789590788,5756003.6713304445
0.0,11000000,22.721091641,249932008.051
0.14692,90000,22.539063147,2028515.68323
0.0,220436,23.721091641,5228982.556975476
0.0,21000,21.821091641,458242.92446099996
0.030239869916355997,21055,21.721091641,457337.584501255
0.08,21000,555.0,11655000.0
0.05,247293,96.946848177,23974276.926234864
0.1,264383,72.946848177,19285906.561579794
3.0826777e-11,267804,21.946848177,5877453.729193307
0.5,196123,22.046848177,4323894.005017771
0.95,163720,22.859646223,3742581.2796295597
3.237432e-11,227266,48.460725391,11013475.216711005
0.0,312351,29.946848177,9353927.974934127
0.0,822184,23.946848177,19688715.421558566
0.12,378752,26.946848177,10206172.640735105
0.0,700000,27.946848177,19562793.7239
0.05,228151,26.946848177,6147950.358430727
0.06139187,90000,40.0,3600000.0
0.0,126881,27.0,3425787.0
0.0,82650,32.6566374,2699071.08111
0.0,247794,24.946848177,6181679.297171538
0.0,263952,24.946848177,6584770.4700155035
0.234,215497,24.481095696,5275602.679200912
0.0,298396,24.837376498,7411373.797497208
0.0,169261,23.946848177,4053267.469287197
0.0,195610,23.946848177,4684242.97190297
2.0,1173378,22.246848177,26103962.220231906
0.0,500000,23.000304406,11500152.203000002
0.0,73051,24.446848177,1785866.706178027
0.194920254,21000,29.797460056,625746.661176
0.0,55825,25.12612531,1402665.94543075
0.0,420000,25.12612531,10552972.6302
0.0,55863,24.946848177,1393605.779711751
0.0,53469,24.946848177,1333883.025176013
70.0,21000,28.046848177,588983.811717
0.0,500000,23.946848177,11973424.0885
0.25495561238983,21000,27.38131477,575007.61017
0.0,54066,23.946848177,1294710.293537682
0.0,269419,23.946848177,6451735.888999163
0.0,80000,23.946848177,1915747.8541599999
0.0,57636,23.946848177,1380200.5415295719
0.0,70000,23.946848177,1676279.37239
0.91655478,21000,26.299034428,552279.722988
0.0,100000,23.946848177,2394684.8177
0.016065868515068246,56126,23.946848177,1344040.800782302
0.0,207128,23.946848177,4960062.769205656
0.0,11000000,22.946848177,252415329.947
0.0,11000000,22.946848177,252415329.947
0.0,29142,24.446848177,712430.0495741339
0.0,46581,23.446848177,1092177.634932837
0.10095891592864491,21000,25.027848177,525584.811717
0.1,21000,25.027848177,525584.811717
0.0,120000,22.946848177,2753621.78124
0.04840606,21000,24.951848177,523988.811717
0.1,21000,24.951848177,523988.811717
0.30921643,150000,21.996848177,3299527.2265500003
0.02411977,90000,21.996848177,1979716.33593
0.181884,21000,22.0,462000.0
0.00241725,22000,22.0,484000.0
0.08,31500,22.046848177,694475.7175755
0.008,21000,22.046848177,462983.81171700003
0.0355,31500,22.046848177,694475.7175755
0.00303,21000,22.046848177,462983.81171700003
0.0065,21000,22.046848177,462983.81171700003
0.148957258849829,21000,22.046848177,462983.81171700003
0.0,60715,21.996848177,1335538.637066555
0.0,73345,21.996848177,1613358.829542065
0.02,40993,22.046848177,903766.447319761
0.0,86490,21.996848177,1902507.39882873
0.0,94813,21.996848177,2085587.166205901
0.0,39044,22.046848177,860797.1402227881
0.0,36003,22.046848177,793752.6749165311
0.015,210000,22.146848177,4650838.1171699995
0.0,46219,22.046848177,1018983.275892763
0.0,46240,22.046848177,1019446.2597044801
0.0,46250,22.046848177,1019666.7281862501
0.0,46276,22.046848177,1020239.9462388521
0.0,46568,22.046848177,1026677.625906536
0.0,46922,22.046848177,1034482.2101611941
0.015181529999999001,21886,22.17072662,485228.52280532
0.09,200000,22.046848177,4409369.6354
0.0,69529,22.036848177,1532200.016898633
0.09953305887705101,21000,22.235291569,466941.12294900004
0.0,65893,22.046848177,1452732.966927061
0.0,104539,22.046848177,2304755.4615754033
0.0,104946,22.046848177,2313728.528783442
0.0,60000,22.146848177,1328810.89062
0.0,130836,22.046848177,2884521.428085972
0.0,138090,22.046848177,3044449.2647619303
0.07549015583118461,261837,21.996848177,5759588.736121149
0.0,50000,22.146848177,1107342.40885
0.0,50000,22.146848177,1107342.40885
0.0,420000,22.146848177,9301676.234339999
0.0,229597,22.046848177,5061890.20089467
0.0,420000,22.146848177,9301676.234339999
0.105,196077,22.046848177,4322879.850001629
0.0,192157,22.046848177,4236456.205147789
0.0001,198424,22.046848177,4374623.802673048
0.0,203556,22.046848177,4487768.227517412
0.65,193166,22.046848177,4258701.474958383
0.1,208389,22.046848177,4594320.644756854
0.05,201139,22.046848177,4434480.995473603
0.0,1900000,22.046848177,41889011.5363
0.021345,147417,22.046848177,3250080.2177088093
0.01778322500340702,192819,22.046848177,4251051.218640964
0.07,235989,22.046848177,5202813.654442053
0.16,204412,22.046848177,4506640.329556924
0.0,244311,22.046848177,5386287.524971047
0.5789,235214,22.046848177,5185727.347104878
0.0,253071,22.046848177,5579417.915001567
0.0,251185,22.046848177,5537837.559339745
0.0588014,22050,22.859646223,504055.19921715
0.0,269983,22.046848177,5952274.211370992
1.5,21000,22.936848177,481673.81171700003
0.4,215958,22.046848177,4761193.238608566
0.02970903,500000,22.952525908,11476262.954
0.518398833607474,21000,23.000304406,483006.39252600004
0.012159047681084577,21000,23.446848177,492383.811717
0.005618316287651664,21000,23.446848177,492383.811717
0.0699752,21000,23.546848177,494483.81171700003
0.0,166970,22.246848177,3714556.24011369
0.07544981707553901,21000,23.721091641,498142.924461
0.029501857075539,21000,23.721091641,498142.924461
0.001304660040255,55000,23.946848177,1317076.649735
0.01713324,207128,23.946848177,4960062.769205656
0.00904,207128,23.946848177,4960062.769205656
0.24924359,207128,23.946848177,4960062.769205656
0.99804,207128,23.946848177,4960062.769205656
0.19,207128,23.946848177,4960062.769205656
0.17285271,207128,23.946848177,4960062.769205656
0.0,84000,22.946848177,1927535.246868
0.06032854,500000,22.952525908,11476262.954
0.06032818,500000,22.952525908,11476262.954
0.0,104539,22.046848177,2304755.4615754033
0.0,220436,23.946848177,5278747.424745172
0.014244684179668177,507298,21.946848177,11133592.186495746
0.05477789465583649,21033,21.946848177,461608.057706841
0.0,217676,21.555243716,4692059.2311240155
9.455127902e-09,407914,21.455243716,8751894.285168422
0.0,507047,21.755243716,11030931.06046665
0.0,900000,23.555243716,21199719.3444
0.1,184144,21.555243716,3969268.798839104
1.1,165144,21.555243716,3559719.168235104
9.463752191e-09,494864,231.734716489,114677168.74061249
0.0,126479,26.0,3288454.0
0.015330346875570663,21000,90.0,1890000.0
0.1,264509,39.455243716,10436267.060075443
0.0,2000000,28.59590263,57191805.260000005
3.5,21000,27.555243716,578660.1180359999
0.02,700000,27.455243716,19218670.6012
0.0,62511,27.38131477,1711633.36758747
0.0,70000,27.38131477,1916692.0339
4.543582038917294,21000,27.105243716,569210.118036
0.0,200000,26.455243716,5291048.743199999
0.0,1308608,26.396217812,34542301.7985257
0.010231289437879756,21000,26.386217812,554110.5740520001
0.0,35745,26.125309969,933849.204841905
0.003973315048652021,21000,26.115309969,548421.5093489999
0.0,94813,26.115309969,2476070.884090797
0.05,274098,25.695243716,7043014.912068168
0.0,200000,25.0,5000000.0
0.2,264509,24.955243716,6600886.560075443
0.1105,21000,24.460243716,513665.118036
0.0622,21000,24.457243716,513602.118036
0.2,280400,24.455243716,6857250.337966399
0.0,18500000,24.455243716,452422008.746
0.0,56626,24.455243716,1384802.6306622159
0.0,56652,24.455243716,1385438.4669988318
0.0,56652,24.455243716,1385438.4669988318
0.0,56652,24.455243716,1385438.4669988318
0.01,295368,24.455243716,7223296.425907487
0.04,264509,24.455243716,6468632.060075443
0.3,246120,24.455243716,6018924.583381919
0.0,387965,24.455243716,9487778.628277939
0.0,372197,24.455243716,9102168.345364051
0.0,350000,24.196532995,8468786.548249999
0.04508,350000,24.196532995,8468786.548249999
0.06405,350000,24.196532995,8468786.548249999
0.00454747,21000,24.0,504000.0
0.0,600000,23.555243716,14133146.2296
0.0,282060,23.455243716,6615786.0425349595
0.54,224841,23.455243716,5273700.452349155
0.0,500000,23.455243716,11727621.858
0.0,54066,23.455243716,1268131.206749256
0.002314794424625086,21000,23.455243716,492560.11803599994
0.01714,207128,23.455243716,4858237.720407648
0.00884,207128,23.455243716,4858237.720407648
0.0,207128,23.455243716,4858237.720407648
0.04476027,207128,23.455243716,4858237.720407648
0.01001801,207128,23.455243716,4858237.720407648
0.04205633,207128,23.455243716,4858237.720407648
0.0,148889,23.455243716,3492227.7816315237
0.0,207128,23.455243716,4858237.720407648
0.0,100000,23.455243716,2345524.3715999997
0.0,257440,23.455243716,6038317.94224704
0.00061875,122878,23.1,2838481.8000000003
1.2,21000,23.1,485100.00000000006
0.01,53000,22.955243716,1216627.916948
0.01,53000,22.955243716,1216627.916948
0.01,53000,22.955243716,1216627.916948
0.016,307087,22.955243716,7049256.9270152915
0.0,46581,22.955243716,1069278.2075349959
0.075,23100,22.605243716,522181.1298396
0.0,261630,22.465243716,5877581.71341708
0.0,129789,22.465243716,2915741.516655924
0.0,46523,22.455243716,1044685.303399468
0.0,11000000,22.455243716,247007680.876
0.0,11000000,22.455243716,247007680.876
0.053590418507277,21000,22.254905057,467353.006197
0.0,157700,22.0,3469400.0
0.0,46934,21.955243716,1030447.408566744
0.001677087915459062,21000,21.771091641,457192.924461
0.04,263107,21.755243716,5723956.908385612
0.0,262300,21.755243716,5706400.426706799
0.01,680631,21.755243716,14807293.285664795
0.499538,21000,21.734152075,456417.19357500004
0.0,233035,21.734152075,5064818.128797625
0.0,65000,21.734152075,1412719.884875
0.019732861736728485,21000,21.713635871,455986.353291
0.03070309864272089,21000,21.713635871,455986.353291
0.058459968970890334,21000,21.713635871,455986.353291
0.06040858246676303,21000,21.713635871,455986.353291
0.0,300000,21.695243716,6508573.1148
0.0,130900,21.660935941,2835416.5146769
0.010792281587145,21000,21.653257755,454718.41285499994
0.0,31160,21.605243716,673219.39419056
0.0,80000,21.565243716,1725219.49728
0.08718794275126548,21000,21.555243716,452660.118036
0.006,21000,21.555243716,452660.118036
0.0,47146,21.555243716,1016243.520234536
0.02244902927441671,82380,21.555243716,1775720.97732408
0.0,322572,21.555243716,6953118.075957552
0.0,46264,21.555243716,997231.795277024
0.0,69145,21.555243716,1490437.32674282
0.05,221932,21.555243716,4783798.348379312
0.0,50719,21.555243716,1093260.406031804
0.0,104503,21.555243716,2252587.634053148
0.5,223255,21.555243716,4812315.93581558
0.999378309281008,21000,21.555243716,452660.118036
0.0,46887,21.555243716,1010660.712112092
0.0,235663,21.555243716,5079773.399843708
0.0,48489,21.555243716,1045192.212545124
0.0,46918,21.555243716,1011328.924667288
0.0,245736,21.555243716,5296899.369794976
0.09937,21000,21.555243716,452660.118036
0.01,21000,21.555243716,452660.118036
0.029239522508385917,21000,21.555243716,452660.118036
0.0,104593,21.555243716,2254527.605987588
0.132,21000,21.555243716,452660.118036
0.073,21000,21.555243716,452660.118036
0.0,305060,21.555243716,6575642.64800296
0.0,94813,21.555243716,2043717.3224451079
0.0,257455,21.555243716,5549505.27090278
1.0,31582,21.555243716,680757.707038712
0.0,46288,21.555243716,997749.121126208
1.0,21000,21.555243716,452660.118036
0.1,230847,21.555243716,4975963.346107452
0.0,77584,21.549243716,1671876.524462144
0.0,50719,21.545243716,1092753.216031804
0.2424464013679985,21000,21.505243716,451610.118036
0.7510663686865892,21000,21.505243716,451610.118036
0.06,228880,21.505243716,4922120.181718079
0.0,85960,21.505243716,1848590.7498273598
0.122,21000,21.505243716,451610.118036
0.0,47128,21.505243716,1013499.1258476479
0.4300942724232931,319238,21.505243716,6865290.993408408
0.05862196809791698,228938,21.505243716,4923367.485853608
0.06,21000,21.505243716,451610.118036
0.021219,21000,21.505243716,451610.118036
0.09291120589991105,32000,21.455243716,686567.7989119999
3.26772379e-10,168695,20.868047667,3520335.301184565
0.0,258518,20.968047667,5420617.746777507
3.18874436e-10,144751,213.470680472,30900094.46900247
0.05554261547515805,21000,32.257865574,677415.177054
0.05230357626130401,21000,32.257865574,677415.177054
0.0,150000,30.0,4500000.0
0.06086324,50000,29.0,1450000.0
0.04573,50000,29.0,1450000.0
0.0985,50000,29.0,1450000.0
0.50295,50000,29.0,1450000.0
0.1,247293,28.868047667,7138866.11171543
0.2,328187,27.95681683,9175063.84498721
0.0,2854249,21.868047667,62416853.18548708
0.218,458204,20.868047667,9561822.913210068
0.0,700000,26.868047667,18807633.3669
0.0,327572,26.0,8516872.0
0.07721308,60000,25.0,1500000.0
0.0,192392,24.196532994,4655219.375781648
0.1,280382,23.868047667,6692170.940968794
0.0,377562,23.868047667,9011667.813247854
0.0,55894,23.868047667,1334080.656299298
0.0,56652,23.868047667,1352172.636430884
0.0,56652,23.868047667,1352172.636430884
0.033887,21000,23.689047667,497470.001007
0.0,150258,23.368047667,3511236.1063480857
0.05,158920,23.1,3671052.0
0.0,500000,23.096690585,11548345.2925
0.1645204,21000,23.0,483000.0
0.009517,21000,23.0,483000.0
0.05694421297909101,338525,22.868047667,7741405.836471175
0.0,740000,22.868047667,16922355.27358
0.0,220436,22.868047667,5040940.955522812
0.0,220436,22.868047667,5040940.955522812
0.0,220436,22.868047667,5040940.955522812
0.0,80000,22.868047667,1829443.81336
0.05072500387470948,21000,22.868047667,480229.001007
0.00981995,207128,22.868047667,4736612.977170376
2.3706491,207128,22.868047667,4736612.977170376
0.043995,207128,22.868047667,4736612.977170376
11.00004,207128,22.868047667,4736612.977170376
0.03904,207128,22.868047667,4736612.977170376
0.30610169,90000,22.868047667,2058124.2900299998
0.53989327,90000,22.868047667,2058124.2900299998
0.16,21000,22.65,475649.99999999994
0.015883115781309,49000,22.57,1105930.0
0.0,51461,22.368047667,1151082.100991487
0.0,56652,22.368047667,1267194.636430884
0.011186889881964,21000,22.005243716,462110.118036
0.36402426,105000,21.905051816,2300030.44068
0.12116,105000,21.905051816,2300030.44068
0.011888810013143111,240423,20.918047667,5029179.774243141
0.0,269954,20.918047667,5646910.639897318
0.12,194877,20.918047667,4076446.375201959
0.095735350264438,21000,20.918047667,439279.001007
0.0,56232,20.952517664,1178201.973282048
0.0,228319,20.962047667,4786033.761281773
0.0,46132,20.968047667,967297.974974044
0.0,104575,20.968047667,2192733.584776525
0.012,149251,20.968047667,3129502.0823474173
0.0,954963,20.968047667,20023709.704221323
0.07,224074,20.968047667,4698394.312935358
1.41,90000,20.968047667,1887124.29003
0.05,221918,20.968047667,4653187.202165307
0.0,47188,20.968047667,989440.233310396
0.0,31160,20.968047667,653364.36530372
0.05,223069,20.968047667,4677321.425030023
0.02,195861,20.968047667,4106822.784106287
0.0,48315,20.968047667,1013071.223031105
0.0,303741,20.968047667,6368855.7664222475
0.0,286549,20.968047667,6008373.090931183
0.0,46314,20.968047667,971114.159649438
0.0,195586,20.968047667,4101056.570997862
0.0,46668,20.968047667,978536.848523556
0.0,46819,20.968047667,981703.023721273
0.1,195890,20.968047667,4107430.85748863
0.0,476526,20.968047667,9991819.882564843
0.0,46936,20.968047667,984156.285298312
0.1,216410,20.968047667,4537695.19561547
0.065,270098,20.968047667,5663427.738761366
0.002075790482918005,21000,20.968047667,440329.001007
0.00182998137795562,21000,20.968047667,440329.001007
0.06062332906949252,21000,20.968047667,440329.001007
0.055647637026962626,21000,20.968047667,440329.001007
0.18187,21000,20.968047667,440329.001007
0.1,21000,20.968047667,440329.001007
0.3,21000,20.968047667,440329.001007
0.09938,21000,20.968047667,440329.001007
0.30210000000000903,21000,20.968047667,440329.001007
0.04585891643701199,21000,20.968047667,440329.001007
0.0,420000,21.068047667,8848580.02014
0.0193296,210000,21.068047667,4424290.01007
0.03914644,21000,21.108047667,443269.00100700004
0.0,46572,21.118047667,983509.715947524
0.0,54266,21.118047667,1145991.974697422
0.1,168899,21.118047667,3566817.132908633
0.02,188231,21.118047667,3975071.230407077
0.03527666578167065,21000,21.153257755,444218.41285499994
0.08,21000,21.153257755,444218.41285499994
0.05,186036,21.368047667,3975226.1157780117
0.004,406394,21.558047667,8761061.223582799
0.033261248790525784,21000,21.713635871,455986.353291
0.04395402060582976,21000,21.848047667,458809.001007
0.0,48792,21.868047667,1066985.781768264
0.0,300000,21.868047667,6560414.3001
0.0,2000000,21.868047667,43736095.334
0.0,11000000,21.868047667,240548524.33699998
0.0,180576,21.868047667,3948844.575516192
0.07578261,21000,21.868047667,459229.001007
0.05708244,21000,21.868047667,459229.001007
1.19976073,21000,21.868047667,459229.001007
0.06042602,21000,21.868047667,459229.001007
0.8737292,21000,21.868047667,459229.001007
0.63550530488983,21000,21.868047667,459229.001007
0.02834340174799921,21000,21.996848177,461933.81171700003
0.0,300000,21.505243716,6451573.1148
0.0,104647,20.968047667,2194243.284208549
0.07811344,21000,20.968047667,440329.001007
0.0,11000000,21.868047667,240548524.33699998
0.01,210000,21.068047667,4424290.01007
0.015125639999999002,21825,21.93419295,478713.76113374997
0.0,326186,20.968047667,6839483.596308062
0.0,275524,20.918047667,5763424.165402508
0.0016,21000,22.868047667,480229.001007
0.0,214166,23.868047667,5111724.296650722
0.015255,21000,22.868047667,480229.001007
0.0,70000,31.0,2170000.0
0.2,280400,23.868047667,6692600.5658268
9.24854e-12,144007,20.672228169,2976945.561933183
7.0,374650,20.772228169,7782315.283515851
9.299483e-12,139011,582.425184872,80963507.3742416
0.0,149290,23.172228169,3459381.94335001
0.00573254,60000,23.172228169,1390333.69014
0.0,142926,71.722820301,10251055.814340726
0.2,280382,41.452228169,11622458.638480559
0.1,293208,35.672228169,10459382.676976152
0.1,277335,35.672228169,9893157.399249615
0.374265,21000,35.0,735000.0
0.23361445492593716,21000,32.257865574,677415.177054
0.24834980930513859,21000,32.257865574,677415.177054
0.000726242451118812,192792,20.673228169,3985633.0051578484
0.0,79264,27.444415256,2175354.130851584
0.0,70000,27.213864551,1904970.51857
0.0,300010,20.672228169,6201875.17298169
0.0,700000,26.672228169,18670559.7183
0.017753189425948,21000,26.386217812,554110.5740520001
0.0,32385,25.806292459,835736.781284715
0.0,206204,25.669810921,5293217.691153884
0.05476526551647103,21000,25.0916572,526924.8012
0.16712455462054499,21000,25.0916572,526924.8012
0.0045,60000,25.0,1500000.0
0.04933596,21000,24.055754817,505170.851157
0.0,75000,24.0,1800000.0
0.0,190983,23.972228169,4578288.052400127
0.0,56652,23.672228169,1341079.070230188
0.1,247185,23.672228169,5851419.719954265
0.000511927564554,21000,23.672228169,497116.791549
0.05,247293,23.672228169,5853976.320596517
0.1,280256,23.672228169,6634283.977731264
0.05,253389,23.672228169,5998282.223514741
0.25,430235,23.672228169,10184621.086289715
0.0331827,500000,23.252621858,11626310.929000001
0.32,165246,23.072444238,3812629.1205525477
0.2942813667440794,274402,23.009852433,6313949.527320066
0.0,600000,22.772228169,13663336.901400002
0.0,200000,22.672228169,4534445.6338
0.0,207128,22.672228169,4696053.2761886325
0.0,220436,22.672228169,4997775.288661684
0.1012,207128,22.672228169,4696053.2761886325
0.0,207128,22.672228169,4696053.2761886325
0.0,90000,22.672228169,2040500.5352100001
0.0,67550,22.672228169,1531509.01281595
0.004546928852688751,163259,22.672228169,3701445.298642771
0.0,207128,22.672228169,4696053.2761886325
0.1806582,207128,22.672228169,4696053.2761886325
0.26489329,207128,22.672228169,4696053.2761886325
0.0,207128,22.672228169,4696053.2761886325
0.015876459523937,21000,22.672228169,476116.791549
0.01,53000,22.172228169,1175128.092957
0.01,53000,22.172228169,1175128.092957
0.0,69589,22.172228169,1542943.186052541
0.0,100000,22.172228169,2217222.8169
0.0,327697,22.172228169,7265772.654296793
0.02,198525,22.05,4377476.25
0.05996477704895,21000,21.96395005,461242.95105000003
0.11,151221,21.96395005,3321410.49051105
0.028686293413540426,21000,21.713635871,455986.353291
0.08830435,21000,21.672228169,455116.791549
0.09087109,21000,21.672228169,455116.791549
0.0,500000,21.672228169,10836114.0845
0.0,60100,21.672228169,1302500.9129569
0.0,11000000,21.672228169,238394509.859
0.0,300014,21.672228169,6501971.861894366
0.0,11000000,21.672228169,238394509.859
0.0,235933,21.672228169,5113193.808596677
0.002351,21000,21.652228169,454696.791549
0.008919329881,21000,21.505243716,451610.118036
0.05,21000,21.472228169,450916.791549
0.0,75851,21.472228169,1628689.9788468191
0.0,44546,21.472228169,956501.8760162741
0.0,193546,21.444415256,4150480.795137776
0.011468220998993,21000,21.418047667,449779.001007
0.0,70000,21.0,1470000.0
0.0,475441,20.972228169,9971057.13289753
0.035,241377,20.972228169,5062213.518748714
99.0,207329,20.922228169,4337784.644050601
0.0,53616,20.922228169,1121766.185509104
0.0,70000,20.918047667,1464263.33669
0.01,210000,20.872228169,4383167.91549
0.01,210000,20.872228169,4383167.91549
0.025,21000,20.772228169,436216.791549
0.3116,21000,20.772228169,436216.791549
0.0,74393,20.772228169,1545308.370176417
0.0,198408,20.772228169,4121376.246554952
0.0,21000,20.772228169,436216.791549
0.0,46870,20.772228169,973594.3342810301
0.0,151133,20.772228169,3139369.159865477
0.005,21000,20.772228169,436216.791549
0.0,399571,20.772228169,8299979.981715499
0.0063,191981,20.772228169,3987873.136112789
0.0,228296,20.772228169,4742216.602070024
0.0,46316,20.772228169,962086.5198754041
0.151,21000,20.772228169,436216.791549
1.0,21000,20.772228169,436216.791549
0.0,46568,20.772228169,967321.1213739921
0.14,227032,20.772228169,4715960.505664408
0.0,183113,20.772228169,3803665.0167100974
0.01,21000,20.772228169,436216.791549
0.0,257484,20.772228169,5348516.397866797
0.065,21000,20.772228169,436216.791549
0.012,21000,20.772228169,436216.791549
0.0,526296,20.772228169,10932340.596432025
0.15,33170,20.772228169,689014.8083657301
0.06,21000,20.772228169,436216.791549
0.000198,300000,20.772228169,6231668.450700001
0.001791949854358396,206894,20.772228169,4297649.374797086
1.0,21000,20.772228169,436216.791549
0.0,276418,20.772228169,5741817.766018642
0.03,21000,20.772228169,436216.791549
0.0,319483,20.772228169,6636373.772116628
0.04,200000,20.772228169,4154445.6338000004
0.0,225752,20.766228169,4688017.541608089
0.035,36319,20.766228169,754208.6408699111
0.0,50719,20.762228169,1053039.4505035111
0.004392427573493,21000,20.756698166,435890.661486
0.0,87147,20.756698166,1808883.975072402
0.07876480020468102,206610,20.722228169,4281419.5619970905
0.0,94795,20.722228169,1964363.619280355
0.0,236424,20.722228169,4899232.072627656
0.05862196809791698,216439,20.722228169,4485098.342670191
1.2122320068399925,21000,20.722228169,435166.791549
0.0,223964,20.722228169,4641033.109641916
0.0,46566,20.722228169,964951.2769176541
0.0,242374,20.699126556,5016930.099883944
0.0869831891222042,21000,20.672228169,434116.791549
0.04673336164141911,21000,31.3770715,658918.5015
0.20418525986487177,21000,31.3770715,658918.5015
0.0,2000000,27.975008028,55950016.056
3.275304130113129,63187,26.066455152,1647061.101689424
0.012727,21000,26.066455152,547395.558192
0.683283459131053,21000,25.716455152,540045.558192
0.0,75851,25.716455152,1950618.8397343522
0.0,56654,25.216455152,1428613.0501814082
0.0107246751988,21000,25.0916572,526924.8012
0.062147155234856616,21000,24.856673802,521990.149842
0.30116146,24088,24.216455152,583325.971701376
0.0,56654,23.216455152,1315305.0501814082
0.0,56652,23.216455152,1315258.6172711041
0.0,55926,23.216455152,1298403.470830752
0.0,56652,23.216455152,1315258.6172711041
0.0,255671,23.216455152,5935774.305166992
0.031,110000,23.216455152,2553810.06672
0.2,280400,23.216455152,6509894.0246208
0.0,241680,23.009852433,5561021.136007439
0.0,56580,22.917894358,1296694.4627756402
0.0,225721,22.917894358,5173050.0323821185
0.0,236441,22.917894358,5418729.8598998785
0.6639831813416205,190273,22.917894358,4360656.513179734
0.0,73051,22.716455152,1659459.7653087522
0.007,54920,22.300647,1224751.53324
0.0,50000,22.216455152,1110822.7576000001
0.0,250000,22.216455152,5554113.788000001
0.0,90000,22.216455152,1999480.96368
0.0,223737,22.216455152,4970643.026343024
0.01255936351696202,207573,22.216455152,4611536.245266097
0.0,500000,22.216455152,11108227.576000001
1e-09,272386,22.216455152,6051451.353032673
0.0,46565,22.216455152,1034509.23415288
0.85,183802,22.216455152,4083428.8898479044
0.00542108226578319,25200,21.96395005,553491.5412600001
0.04541327064443059,149208,21.716455152,3240268.8403196163
0.0,254100,21.716455152,5518151.254123201
0.0,740000,21.716455152,16070176.81248
