value,gas,gasPrice,fee
0.011512333208451,21000,21.222228169,445666.791549
0.0,11000000,21.216455152,233381006.67200002
0.0,11000000,21.216455152,233381006.67200002
0.032723,23100,21.216455152,490100.1140112
0.0,169687,21.216455152,3600156.6253774245
0.015109659999999001,21809,21.081977159,459776.83986063104
0.0,105275,20.97895045,2208559.00862375
0.000692,22000,20.722228169,455889.019718
0.0,250000,20.544226983,5136056.745750001
0.0,39630,20.516455152,813067.1176737599
0.2,221976,20.516455152,4554160.648820352
0.0,138107,20.515467079,2833329.611879453
0.001356,21000,20.499126556,430481.65767600003
0.24599593592970445,463471,20.499126556,9500750.684035877
0.0,143570,20.466455152,2938368.96617264
0.01,188975,20.466455152,3867648.3623492005
0.000792,22000,20.423377807,449314.311754
0.000747,22000,20.423377807,449314.311754
6.0040576068,21000,20.423377807,428890.933947
0.3029,105000,20.423377807,2144454.669735
0.0,600000,21.41830509,12850983.054
0.21404077,105000,21.41830509,2248922.03445
4.90444747,105000,20.499126556,2152408.28838
0.06025613,105000,20.797460056,2183733.30588
0.24186724,105000,21.153257755,2221092.064275
0.21404077,105000,21.771091641,2285964.622305
0.0,600000,21.996848177,13198108.906200001
0.03029128095768914,21000,20.333556647,427004.68958700006
0.045,262702,20.326455152,5339800.421340704
1.0,21000,20.316455152,426645.55819199997
0.9,21000,20.316455152,426645.55819199997
0.002120727482850414,21000,20.316455152,426645.55819199997
0.0,94795,20.316455152,1925898.36613384
0.0,123810,20.316455152,2515380.31236912
0.0,46566,20.316455152,946056.050608032
0.0,104575,20.316455152,2124593.2975204
0.052100000000009014,21000,20.316455152,426645.55819199997
0.060626,21000,20.316455152,426645.55819199997
0.04354330708661416,164306,20.316455152,3338115.480204512
0.3383856501783482,117230,20.316455152,2381698.03746896
0.0,138090,20.316455152,2805499.29193968
0.0,60424,20.316455152,1227601.486104448
0.0,62427,20.316455152,1268295.345773904
0.0,272900,20.316455152,5544360.6109808
0.0,79001,20.316455152,1605020.2734631519
0.0204,191650,20.316455152,3893648.6298808
0.0,47173,20.316455152,958388.138885296
0.0,94813,20.316455152,1926264.0623265759
0.03216988675897337,183728,20.316455152,3732701.672166656
0.03830185494228325,21000,20.316455152,426645.55819199997
0.11448717678370791,208680,20.316455152,4239637.86111936
0.01818710897715699,21000,20.316455152,426645.55819199997
0.00255,71125,20.316455152,1445007.872686
0.0,46568,20.316455152,946096.683518336
0.0,291103,20.316455152,5914181.044112656
0.0,104521,20.316455152,2123496.208942192
0.022,31500,20.316455152,639968.337288
0.2,240478,20.316455152,4885660.502042656
0.0,46254,20.316455152,939717.3166006079
0.0,95839,20.316455152,1947108.745312528
0.7,21000,20.316455152,426645.55819199997
0.0,69529,20.316455152,1412582.8102634079
0.0,93264,20.310455152,1894234.2892961279
0.8,21000,20.310455152,426519.55819199997
0.010521990628449713,149236,20.310455152,3031051.085063872
0.0,272894,20.310455152,5542601.348249888
0.00160684,54000,20.310455152,1096764.578208
0.0,44206,20.276455152,896340.9764493121
0.018616814127327352,21000,20.266455152,425595.55819199997
0.30410991323032466,21000,20.266455152,425595.55819199997
0.0,91140,20.266455152,1847084.72255328
0.0,73170,20.266455152,1482896.52347184
0.0,634920,20.266455152,12867577.70510784
0.0,321951,20.266455152,6524805.502641551
0.05341905804677086,21000,20.266455152,425595.55819199997
0.0,111708,20.266455152,2263925.172119616
0.0,132851,19.408632391,2578456.221776741
0.0,273293,20.147937913,5506290.396057509
0.2763930413491602,129532,19.408632391,2514038.970871012
0.02,268544,49.408632391,13268391.776808703
0.0,1000000,49.408632391,49408632.390999995
0.0,39260,42.0,1648920.0
0.07,396441,38.408632391,15226756.63372043
0.22001602147224716,21000,31.3770715,658918.5015
0.0,100000,31.083342253,3108334.2253
0.0,210000,30.399682728,6383933.37288
0.11203999982508964,21000,30.399682728,638393.3372879999
0.5249771528981648,253204,30.0,7596120.0
0.025,21000,27.6,579600.0
0.164,328187,26.938896619,8840995.664699754
0.0,62130,26.147559583,1624547.87689179
0.142220501248757,21000,26.147559583,549098.751243
7.5464227,100000,25.722228169,2572222.8169
0.0,700000,25.408632391,17786042.6737
10.0,700000,25.408632391,17786042.6737
0.0,800000,25.408632391,20326905.9128
0.3,183892,25.408632391,4672444.2276457725
0.07,700000,25.408632391,17786042.6737
0.0,24728,24.866673802,614903.109775856
1.395203090889655,21000,24.856673802,521990.149842
0.0,375115,24.408632391,9156044.139349965
0.1,282470,24.319746182,6869598.70402954
0.19448792056230427,21000,24.319746182,510714.66982199997
0.0,210000,24.319746182,5107146.69822
0.022478626802715767,21000,24.309746182,510504.669822
0.0215353,21000,24.0,504000.0
0.04,294938,23.588632391,6957184.060136758
0.0,264729,23.408632391,6196943.844237039
0.0,52549,23.0,1208627.0
0.135,350000,22.794450986,7978057.8451000005
0.0,350000,22.794450986,7978057.8451000005
0.0,350000,22.794450986,7978057.8451000005
0.810793000000009,31500,22.508632391,709021.9203165
0.0,90636,22.508632391,2040092.4053906759
0.0,84000,22.410632391,1882493.120844
0.0375,237336,22.408632391,5318375.177150376
0.0,377508,22.408632391,8459437.996661628
0.0,56652,22.408632391,1269493.842214932
0.0,270428,22.408632391,6059921.640233348
0.0,270428,22.408632391,6059921.640233348
0.0,270446,22.408632391,6060324.995616387
0.085902573208451,21000,22.408632391,470581.280211
0.0,445877,22.408632391,9991493.784601908
0.0,247794,22.408632391,5552724.654695454
0.0,18500000,22.408632391,414559699.2335
0.0,261560,22.408632391,5861201.88818996
0.0,247668,22.408632391,5549901.167014188
0.0,383750,22.408632391,8599312.680046251
0.0,46230,21.908632391,1012836.07543593
0.07150000000000903,31500,21.608632391,680671.9203165
0.49854,207128,21.408632391,4434327.209883048
0.0,414256,21.408632391,8868654.419766096
0.0,220436,21.408632391,4719233.289742476
0.0,220436,21.408632391,4719233.289742476
0.11915882,90000,21.408632391,1926776.91519
0.012,189590,21.408632391,4058862.61500969
0.01167596979477984,21000,21.408632391,449581.280211
0.00011793908883616,21000,21.408632391,449581.280211
0.0,207128,21.408632391,4434327.209883048
0.0,220436,21.408632391,4719233.289742476
0.022,228880,21.408632391,4900007.78165208
0.0,220436,21.408632391,4719233.289742476
0.0,207128,21.408632391,4434327.209883048
0.00148054,21000,21.408632391,449581.280211
0.1306,21000,20.918047667,439279.001007
0.008310171769196,99319,20.908632391,2076624.460441729
5.000505936676722,149236,20.908632391,3120320.663503276
0.010932904441808,21000,20.766455152,436095.55819199997
0.0,80000,20.722228169,1657778.25352
0.0,55449,20.722228169,1149026.829742881
0.0,111784,20.408632391,2281358.5631955443
0.0,28114,20.408632391,573768.2910405741
0.0,11000000,20.408632391,224494956.301
0.0302294,21000,20.408632391,428581.280211
0.0,300014,20.408632391,6122875.438153475
0.008,21000,20.266455152,425595.55819199997
0.149106056489232,90000,20.207549353,1818679.4417700002
0.0,138107,21.505243716,2970024.693885612
1.5725007283848424,149236,20.173689834,3010640.7760668243
0.006,204336,20.147937913,4116949.041390768
0.49839396,21000,20.0,420000.0
0.0,300000,19.842975243,5952892.5729
0.001549,22000,19.80645257,435741.95654000004
0.0,600000,19.80645257,11883871.542000001
0.0,401711,19.80645257,7956469.86834727
0.0,229135,19.708632391,4515937.482911784
0.1,195031,19.708632391,3843794.2838491206
0.0,46324,19.658632391,910666.486880684
0.0,203381,19.658632391,3998192.3143139714
0.121,134033,19.658632391,2634905.475262903
0.0,53620,19.658632391,1054095.8688054201
0.0,204832,19.658632391,4026716.9899133123
0.027,224305,19.648632391,4407286.488463255
0.0,56652,19.648632391,1113134.322214932
0.06880116,210000,19.608632391,4117812.80211
0.002054,22000,19.594131851,431070.900722
0.05,21000,19.518632391,409891.280211
0.0,49492,19.518632391,966016.1542953721
0.0,83406,19.508632391,1627136.993203746
0.23739311607679117,21000,19.508632391,409681.280211
0.05,262702,19.508632391,5124956.746380482
0.0,254600,19.508632391,4966897.8067486
0.4,21000,19.508632391,409681.280211
0.0,36039,19.508632391,703071.602739249
0.0,45487,19.508632391,887389.161569417
0.01879248,21000,19.508632391,409681.280211
0.1,195890,19.508632391,3821545.99907299
0.0,236583,19.508632391,4615410.776959953
0.021968008473900857,21000,19.508632391,409681.280211
0.5,243196,19.508632391,4744421.362961636
0.0,64151,19.508632391,1251498.276515041
0.0,46217,19.508632391,901630.4632148469
0.0,89315,19.508632391,1742413.502002165
0.0,46571,19.508632391,908536.519081261
0.0,263962,19.508632391,5149537.623193142
0.992,227032,19.508632391,4429083.828993511
0.0,104521,19.508632391,2039061.7661397108
0.0,77431,19.508632391,1510572.914667521
0.0,324164,19.508632391,6323996.310396124
0.0075,163939,19.508632391,3198225.685548149
0.02,200691,19.508632391,3915206.9431821806
0.045,216480,19.508632391,4223228.74000368
0.0,462558,19.508632391,9023873.981516177
0.0,120894,19.508632391,2358476.604277554
0.0,47151,19.508632391,919851.525868041
174.2178137086223,450569,19.508632391,8789984.987780478
0.1,195890,19.508632391,3821545.99907299
0.0,83809,19.508632391,1634998.972057319
0.0,276462,19.508632391,5393395.528080641
0.0,296253,19.508632391,5779490.871730923
0.001718734497091678,21000,19.508632391,409681.280211
0.0,257433,19.508632391,5022165.762312302
0.0,225895,19.508632391,4406902.5139649445
0.05,228986,19.508632391,4467203.696685526
0.0,104485,19.508632391,2038359.4553736348
0.0,286520,19.508632391,5589613.35266932
0.112,21000,19.508632391,409681.280211
0.03,21000,19.502632391,409555.28021099995
0.001812,21000,19.502632391,409555.28021099995
0.0,55000,19.502581379,1072641.975845
0.0,55000,19.502581379,1072641.975845
0.0,5000000,19.497408548,97487042.74
0.0,203070,19.493102388,3958464.30193116
0.0,218038,19.493102388,4250237.058474744
0.00850242,21000,19.458632391,408631.28021099995
0.015,21000,19.458632391,408631.28021099995
0.01,21000,19.502632391,409555.28021099995
0.0,46234,19.458632391,899650.409965494
0.163301,21000,19.458632391,408631.28021099995
0.0,87219,19.458632391,1697162.458510629
0.0,69163,19.458632391,1345817.392058733
0.05,221932,19.458632391,4318493.203799412
0.003030580017099981,21000,19.458632391,408631.28021099995
0.006951765570369251,207072,19.458632391,4029337.926469152
1.29,416050,19.458632391,8095764.0062755495
0.058,42000,19.418632391,815582.560422
0.04728803,80000,19.408632392,1552690.5913600002
0.32599211965362396,21000,19.408632391,407581.280211
0.0,350000,31.19891323,10919619.6305
1e-18,21000,1299.0,27279000.0
0.1,247293,25.89891323,6404619.94938639
0.0,146729,24.459763106,3588956.5807802742
0.08,2000000,23.89891323,47797826.46
1.5,311762,23.89891323,7450772.98641126
0.0,261653,23.89891323,6253222.343369191
0.5001000056650877,217148,20.94891323,4549014.61006804
1.8000007e-11,161689,22.903055352,3703172.116809528
0.0,133951,20.99891323,2812825.42607173
0.0,213297,20.99891323,4479005.19521931
0.05,257307,38.0,9777666.0
0.17487961488220813,21000,30.399682728,638393.3372879999
0.0,100000,30.399682728,3039968.2728
0.018547015615003805,21000,30.399682728,638393.3372879999
0.0,150000,25.296222108,3794433.3162
0.005107811617829664,21000,24.309746182,510504.669822
0.06370348677567002,21000,24.309746182,510504.669822
0.0,46109,24.0,1106616.0
0.0,55926,23.89891323,1336570.62130098
0.0,55893,23.89891323,1335781.95716439
0.0,257703,23.89891323,6158821.63611069
0.0,65000,23.39891323,1520929.3599500002
1e-06,144660,23.39891323,3384886.7878518
0.0,100000,23.226685061,2322668.5061000003
0.0,263887,22.89891323,6042725.51552501
0.63094575,207128,22.89891323,4743006.099503441
0.0,207128,22.89891323,4743006.099503441
0.0,200000,22.89891323,4579782.646000001
0.0024240734736668,21000,22.89891323,480877.17783000006
0.71325945,50000,22.89891323,1144945.6615000002
0.0,82703,22.89891323,1893808.8208606902
0.0,236527,22.89891323,5416211.249552211
0.004,21000,22.89891323,480877.17783000006
0.0,64536,22.89891323,1477804.26421128
0.01125999,207128,22.89891323,4743006.099503441
0.0,207128,22.89891323,4743006.099503441
0.02924,207128,22.89891323,4743006.099503441
0.0594795,207128,22.89891323,4743006.099503441
0.0,46109,22.89891323,1055845.99012207
0.39216869,500000,22.633227576,11316613.788
0.024,276075,22.39891323,6183779.96997225
0.01,53000,22.39891323,1187142.4011900001
0.01,53000,22.39891323,1187142.4011900001
0.1102904695894956,149236,22.39891323,3342724.2147922805
0.0,47198,22.39891323,1057183.90662954
0.0,105313,22.39891323,2358896.74899099
0.0,63197,22.372357562,1413865.8808457141
0.0,192392,22.293100667,4289014.223525465
0.0,47128,22.05,1039172.4
0.32,175755,21.89891323,3848843.49473865
0.0,84000,21.89891323,1839508.7113200002
0.0,300000,21.89891323,6569673.9690000005
0.06,142271,21.89891323,3115580.28414533
0.0,84000,21.89891323,1839508.7113200002
0.0,166895,21.89891323,3654819.12352085
0.02425043423434,21000,21.89891323,459877.17783000006
0.02899428534322462,21000,21.713635871,455986.353291
0.04084585439069004,21000,21.713635871,455986.353291
0.001,23100,21.490280839,496425.4873809
0.05,185094,21.39891323,3960810.44539362
0.0,260895,21.19891323,5530690.46714085
0.0,176314,21.181584634,3734609.913159076
0.065430310998993,21000,21.15891323,444337.17783
197.46693365,210000,21.09891323,4430771.7783
0.01,210000,21.09891323,4430771.7783
0.0,300000,21.04891323,6314673.9690000005
0.25,21000,21.00891323,441187.17783
0.0,51162,21.00891323,1074858.01867326
0.25,353947,21.0,7432887.0
0.3333856501783482,117242,20.99891323,2461954.58491166
0.0,203527,20.99891323,4273845.81296221
0.035,21000,20.99891323,440977.17783
0.12,177526,20.99891323,3727853.07006898
0.5306298647128195,21000,20.99891323,440977.17783
0.0,296253,20.99891323,6220991.04112719
0.09938,21000,20.99891323,440977.17783
0.0,48612,20.99891323,1020799.16993676
0.0,114607,20.99891323,2406622.44855061
0.0,104611,20.99891323,2196717.31190353
0.15,275550,20.99891323,5786250.5405265
0.05,192087,20.99891323,4033618.24561101
0.30241255988266097,21000,20.99891323,440977.17783
0.0,31160,20.99891323,654326.1362468
3.274790793867478,21000,20.99891323,440977.17783
0.0,94795,20.99891323,1990591.9796378498
0.0,69163,20.99891323,1452347.83572649
0.0,232232,20.99891323,4876619.61722936
0.0,81960,20.99891323,1721070.9283308
0.3,221976,20.99891323,4661254.76314248
0.08430629084862899,21000,20.99891323,440977.17783
0.0,77391,20.99891323,1625126.89378293
0.0,104575,20.99891323,2195961.35102725
0.49561400892289736,21000,20.99891323,440977.17783
0.09612531045275216,21000,20.99891323,440977.17783
0.36019244,21000,20.99891323,440977.17783
0.25,192110,20.99891323,4034101.2206153
0.0,46373,20.99891323,973782.60321479
0.0,122926,20.983383227,2579403.366562202
0.4,195686,20.956407667,4100875.5907245623
0.14,180664,20.94891323,3784714.4597847196
0.0,204820,20.94891323,4290756.4077686
0.0212,21000,20.94891323,439927.17783
0.4,21000,20.94891323,439927.17783
0.0,1841931,20.94891323,38586452.694647126
0.009,68458,20.94891323,1434120.70189934
0.04110380262136468,21033,20.89891323,439566.84196659003
0.0,2870288,21.054229838,60431703.25325335
0.0,219380,33.0,7239540.0
1.6552824e-11,124854,20.054229838,2503850.812193652
0.0,410788,25.655316608,10538896.198767103
1.7507186e-11,110892,30.220213897,3351179.959466124
0.01612480270216591,21000,77.358877378,1624536.424938
0.01656617725706373,21000,77.358877378,1624536.424938
0.016337122314206445,21000,77.358877378,1624536.424938
0.016339145472086928,21000,77.358877378,1624536.424938
0.0,454494,23.054229838,10478009.135991972
0.43169522944562244,21000,48.775269159,1024280.6523389999
0.0,241598,23.043804553,5567337.092395694
0.0,285327,23.054229838,6577994.236987026
0.0,263418,23.054229838,6072899.115466285
0.0,112638,25.854229838,2912168.740492644
0.07,201867,22.054229838,4452021.214707546
5.0,3306444,20.154229838,66638832.32247607
0.0,55617,25.138695876,1398138.848535492
0.0,51957,27.0,1402839.0
0.0,104173,22.054229838,2297455.2849139743
0.07157741495661542,21000,29.187948586,612946.920306
0.08801683293519065,21000,29.187948586,612946.920306
0.00407159885736,90000,24.86667372,2238000.6348
0.04334,50000,29.0,1450000.0
2.1305105080698077,149236,21.554229838,3216667.044103768
0.0,2000000,21.054229838,42108459.676
0.0,2000000,21.054229838,42108459.676
0.06,226567,21.064229838,4772459.361706146
0.0,158300,22.0,3482600.0
0.0200064869518305,21000,27.054229838,568138.826598
0.0,55948,23.054229838,1289838.050976424
0.0,75000,23.0,1725000.0
0.0,94634,21.554229838,2039762.9864892922
0.34,193397,21.034229838,4067956.9479796863
0.0234458,100000,25.94891323,2594891.323
0.09,160893,20.918047667,3365567.443286631
0.0,46218,22.554229838,1042411.3946526841
0.12343891152698733,21000,24.309746182,510504.669822
0.24840654,21000,24.091250214,505916.254494
0.0,250000,21.884711439,5471177.85975
0.00432,60000,24.0,1440000.0
0.0,207128,22.054229838,4568048.517885264
0.449752402463751,21000,23.340358869,490147.536249
0.0,200000,21.054229838,4210845.9676
0.0,1500000,22.154229837,33231344.7555
0.06013548,207128,22.054229838,4568048.517885264
0.0686703,207128,22.054229838,4568048.517885264
0.66494015,207128,22.054229838,4568048.517885264
0.0171219,207128,22.054229838,4568048.517885264
0.19630062138237886,21000,22.054229838,463138.826598
0.0,191028,20.354229838,3888227.817493464
0.01,53000,21.554229838,1142374.181414
0.0,94795,20.404229838,1934218.96749321
0.06001385,21000,21.054229838,442138.826598
0.00606261,21000,21.054229838,442138.826598
0.00272817,21000,21.054229838,442138.826598
0.0,263644,20.154229838,5313541.771409672
0.000639,22000,20.94891323,460876.09105999995
0.04,242070,20.154229838,4878734.41688466
0.0,400000,20.154229838,8061691.935199999
0.0,400000,20.154229838,8061691.935199999
0.0,400000,20.154229838,8061691.935199999
0.0,228393,20.154229838,4603085.015390334
0.002,21000,20.722228169,435166.791549
0.0,179740,20.154229838,3622521.27108212
0.0,192226,20.154229838,3874166.9848393877
0.01,194833,20.154229838,3926709.062027054
0.0,420000,20.254229838,8506776.53196
0.10289951281054038,184202,20.154229838,3712449.4446192756
0.03820465359546935,183712,20.154229838,3702573.8719986556
0.0,300000,20.109229838,6032768.951400001
0.0,89887,20.154229838,1811603.2574483058
0.0,420000,20.254229838,8506776.53196
0.0,85458,20.154229838,1722340.173495804
0.0,48837,20.204229838,986713.972598406
0.0,104575,20.154229838,2107628.58530885
0.0,47151,20.184229838,951706.621091538
0.0,94813,20.154229838,1910882.993630294
0.0,682304,20.104229838,13717196.43538675
0.0,74393,20.154229838,1499333.620338334
0.0,60663,20.154229838,1222616.0446625939
0.0,51000,20.154229838,1027865.7217379999
0.0,46276,20.154229838,932657.139983288
0.0,43052,20.154229838,867679.902985576
0.0,51741,20.154229838,1042800.0060479579
0.0,31160,20.154229838,628005.80175208
0.0,73188,20.104229838,1471388.373383544
0.06062,21000,20.154229838,423238.82659799996
0.0666,21000,20.154229838,423238.82659799996
0.2336749146008816,21000,20.154229838,423238.82659799996
0.0994,21000,20.154229838,423238.82659799996
0.05360873978441313,21000,20.154229838,423238.82659799996
0.07577962073815413,21000,20.154229838,423238.82659799996
0.2547350558498804,21000,20.104229838,422188.82659799996
0.0,69503,20.144229838,1400084.406430514
0.0,477887,20.154229838,9631444.434592305
0.06862769650679548,25200,22.054229838,555766.5919176
0.0,44613,22.554229838,1006211.855762694
0.0304,21000,20.154229838,423238.82659799996
0.0,47128,20.104229838,947472.1438052639
0.0,72759,20.104229838,1462763.6587830419
0.019,21000,20.175229838,423679.826598
0.023164434441,21000,20.266455152,425595.55819199997
0.0,46277,20.304229838,939618.8442131261
0.05,212775,20.154229838,4288316.25378045
0.0,243588,20.154229838,4909328.537778744
0.17017353837135357,234162,20.154229838,4719354.767325756
0.0,262711,20.154229838,5294737.874970818
0.31679055,55000,21.054229838,1157982.64109
0.0,95000,21.554229838,2047651.83461
0.02727258,21000,21.054229838,442138.826598
1.01271993,21000,21.554229838,452638.826598
0.1614428,207128,22.054229838,4568048.517885264
0.3721585334082617,21000,22.054229838,463138.826598
0.07270435,21000,22.054229838,463138.826598
0.0,84000,21.054229838,1768555.306392
0.0,398105,20.234229838,8055348.0696569905
0.012347335934672386,21000,23.340358869,490147.536249
0.028732517812616216,21000,23.561277383,494786.825043
0.0,220436,22.054229838,4861546.208569368
0.0,207128,22.054229838,4568048.517885264
0.0,67442,22.054229838,1487381.368734396
0.0,126395,22.0,2780690.0
0.05,500000,21.554229838,10777114.919
0.02,161310,22.0,3548820.0
0.050094560162394886,21000,31.423369845,659890.766745
0.23,206316,22.054229838,4550140.4832568085
0.0,500000,21.996358891,10998179.4455
0.0,126242,26.0,3282292.0
0.05,247293,95.054229838,23506245.659328535
0.0,300000,20.154229838,6046268.9514
0.0,46792,20.154229838,943056.722579696
0.09,21000,20.154229838,423238.82659799996
0.38129728180207,21000,22.054229838,463138.826598
0.03440993247153534,21000,20.054229838,421138.826598
0.0,1000000,30.519239464,30519239.464
0.0,1000000,30.519239464,30519239.464
0.0,1000000,30.519239464,30519239.464
0.001803083029374646,1000000,20.519239464,20519239.464
6.998272e-12,221372,20.519239464,4542385.078624608
0.2,264401,220.519239464,58305507.43352107
0.05470548386211805,21000,31.423369845,659890.766745
0.020522860478383045,21000,31.423369845,659890.766745
0.0,1000000,30.519239464,30519239.464
0.0,1000000,30.519239464,30519239.464
0.046299777267689295,21000,30.156344757,633283.239897
0.026158488073492112,21000,30.156344757,633283.239897
0.0,700000,26.519239464,18563467.6248
0.0,500000,26.336541087,13168270.5435
0.0,64586,26.186141537,1691258.137308682
0.0252589884724979,21000,25.128695876,527702.613396
0.0,150000,24.125075805,3618761.3707500002
0.0,100000,23.620326234,2362032.6234
0.0,262317,23.519239464,6169496.338478088
0.02,268544,23.519239464,6315950.642620416
0.0,261542,23.519239464,6151268.927893489
0.21893,350000,23.043804553,8065331.59355
0.18408,350000,23.043804553,8065331.59355
0.0,350000,23.043804553,8065331.59355
0.0,276004,23.043804553,6360182.231846212
0.5,367585,23.019239464,8461527.13837444
0.003899908,305381,23.0,7023763.0
0.5,293094,23.0,6741162.0
0.002026519574083306,21000,22.519239464,472904.028744
0.0,100000,22.519239464,2251923.9464000002
0.0,46109,22.519239464,1038339.6124455761
0.0,55000,22.519239464,1238558.1705200002
0.06232415,207128,22.519239464,4664365.031699392
0.0,55000,22.519239464,1238558.1705200002
0.63046331,207128,22.519239464,4664365.031699392
0.0,70000,22.519239464,1576346.76248
0.00904,207128,22.519239464,4664365.031699392
0.20173398,207128,22.519239464,4664365.031699392
0.17968823,90000,22.519239464,2026731.5517600002
0.0,207128,22.519239464,4664365.031699392
0.0,286034,22.519239464,6441268.140845777
0.0,220436,22.519239464,4964051.070486304
0.049530886941152,21000,22.338717088,469113.05884799996
0.199530886941152,21000,22.338717088,469113.05884799996
0.0050284001635416,21000,22.293100667,468155.114007
0.01,53000,22.019239464,1167019.6915920002
0.0,64692,22.019239464,1424468.639405088
0.0,29488,22.019239464,649303.3333144321
0.025,151207,21.996358891,3326003.438831437
0.04871272433865311,21000,21.713635871,455986.353291
0.0,32894,21.539239464,708511.742928816
0.02705326,21000,21.519239464,451904.028744
0.15837669678571298,23300,21.519239464,501398.27951120003
4.96919183402447,23300,21.519239464,501398.27951120003
0.8841389611869332,23300,21.519239464,501398.27951120003
0.1597800862242014,23300,21.519239464,501398.27951120003
0.301794306627702,23300,21.519239464,501398.27951120003
0.0,26246,21.40449563,561782.39230498
0.0,26624,21.369239464,568934.631489536
2.486074889888044,112860,21.319239464,2406089.36590704
0.19,141767,21.019239464,2979834.5210928884
0.0,70000,21.0,1470000.0
0.0,70000,21.0,1470000.0
0.48141476,60000,21.0,1260000.0
0.0,1500000,20.840336908,31260505.362000003
0.0,857090,20.840336908,17862044.36047772
0.0,320081,20.819239464,6663842.986876584
0.3,234475,20.819239464,4881591.1733214
0.3,196392,20.819239464,4088732.076813888
0.0,39617,20.819239464,824795.8098452879
0.0,233070,20.769239464,4840686.64187448
0.065165,198585,20.769239464,4124459.4189584404
0.01,210000,20.719239464,4351040.28744
0.0,420000,20.719239464,8702080.57488
0.0192856,210000,20.719239464,4351040.28744
0.03687572,210000,20.719239464,4351040.28744
0.03006,210000,20.719239464,4351040.28744
0.12354207,210000,20.719239464,4351040.28744
0.0,256750,20.669239464,5306827.232382
1.662593,21000,20.669239464,434054.028744
0.0,260522,20.629239464,5374370.723640208
0.05,224473,20.629239464,4630707.270202472
0.0,104557,20.619239464,2155885.8206374478
0.0,167953,20.619239464,3463063.125697192
0.3252581658746878,198200,20.619239464,4086733.2617647997
11.19,100000,20.619239464,2061923.9464
0.0,195583,20.619239464,4032772.712087512
0.0606236965905233,21000,20.619239464,433004.028744
0.0,74110,20.619239464,1528091.83667704
0.003968169223766299,92227,20.619239464,1901650.598046328
0.05470123894951964,228103,20.619239464,4703310.379456792
0.0,28136,20.619239464,580142.921559104
0.0,250168,20.619239464,5158273.898229952
0.0,51569,20.619239464,1063313.559919016
0.0065,21000,20.619239464,433004.028744
0.0,46446,20.619239464,957681.1961449439
0.04304,21000,20.619239464,433004.028744
0.0,104575,20.619239464,2156256.9669478
0.05,233332,20.619239464,4811128.382614048
0.0,277951,20.619239464,5731138.228258264
0.065,254149,20.619239464,5240359.090536136
2.718955000000009,21000,20.619239464,433004.028744
0.08,216410,20.619239464,4462209.61240424
0.8424858277348917,21000,20.619239464,433004.028744
0.06,204537,20.619239464,4217397.382248168
0.0,138090,20.619239464,2847310.7775837597
0.04,21000,20.619239464,433004.028744
0.010279745121439875,21000,20.619239464,433004.028744
0.03,173387,20.619239464,3575108.072944568
0.039513948176249314,21000,20.619239464,433004.028744
0.07798292448299847,21000,20.619239464,433004.028744
0.354044104845743,21000,20.619239464,433004.028744
0.0,72188,20.619239464,1488461.658427232
0.0,50693,20.609239464,1044744.1761485521
0.0,119451,20.569239464,2457016.223214264
0.022986407343186813,21000,20.569239464,431954.02874399995
0.0,99244,20.569239464,2041373.6013652158
0.0,94813,20.569239464,1950231.3013002318
0.0,201911,20.569239464,4153155.709415704
0.0,94813,20.569239464,1950231.3013002318
0.007274466889066297,21000,20.569239464,431954.02874399995
0.04637864849322389,32000,20.519239464,656615.6628480001
1.4428456e-10,162908,19.614521439,3195362.4585846122
0.0,266610,21.0,5598810.0
1.41490873e-10,295902,48.193512703,14260556.795843108
0.0,8000000,24.614521439,196916171.512
0.0,300000,45.723784157,13717135.2471
0.0,375937,24.614521439,9253509.346213343
0.0,967375,22.715608209,21974511.491181374
0.0,131253,25.0,3281325.0
0.0,18500000,22.614521439,418368646.6215
0.00151564295089625,248654,21.614521439,5374537.213893106
0.0,265588,22.62616341,6009237.48773508
0.0,396825,22.218521439,8816864.770031175
0.0,192380,22.114652821,4254416.90970398
0.0,150258,22.114521439,3322883.762381262
0.0,55532,24.683087356,1370701.2070533922
0.0,62057,22.715608209,1409662.498625913
0.0,56652,22.614521439,1281157.868562228
0.5,214404,19.914521439,4269753.054607356
0.0,55893,22.614521439,1263993.446790027
0.0,46086,22.114521439,1019169.835037754
0.025,306281,22.614521439,6926398.240858359
0.0,261398,22.614521439,5911390.675111722
0.205,196152,19.914521439,3906273.209302728
0.0,382592,19.714521439,7542618.186389888
0.3,214096,19.714521439,4220800.1820041435
0.0168174581865661,21000,30.853859196,647931.043116
0.016392076278203965,21000,30.853859196,647931.043116
0.01650207138559775,21000,30.853859196,647931.043116
0.0167630498101755,21000,30.156344757,633283.239897
0.542,800000,29.614521439,23691617.1512
0.00499832,90000,27.768473276,2499162.5948400004
0.008426247386604,21000,26.078695876,547652.613396
0.0,8000000,24.614521439,196916171.512
0.0,8000000,24.614521439,196916171.512
0.0,8000000,24.614521439,196916171.512
0.0,8000000,24.614521439,196916171.512
0.0,8000000,24.614521439,196916171.512
0.0,8000000,24.614521439,196916171.512
0.0,8000000,24.614521439,196916171.512
0.05,80000,22.715608209,1817248.6567199999
24.73873503,80000,22.715608209,1817248.6567199999
0.1,80000,22.715608209,1817248.6567199999
